id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot
ermawu_T1_00534,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.335,Very Negative,neg,0.942,0.722,0.705,哀,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.508,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.745,0
ermawu_T1_00535,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.392,Very Negative,neg,0.791,0.881,0.796,哀,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.852,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.876,0
ermawu_T1_00536,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.174,Very Negative,neg,0.548,0.829,0.777,哀,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.613,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.692,0
ermawu_T1_00537,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.529,Neutral,neu,0.617,0.792,0.881,盼,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.89,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.739,1
ermawu_T1_00538,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.519,Neutral,neu,0.757,0.888,0.892,盼,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.741,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.845,0
ermawu_T1_00539,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.314,Very Negative,neg,0.771,0.775,0.898,哀,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.719,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.805,0
ermawu_T1_00540,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.2,Very Negative,neg,0.799,0.809,0.833,哀,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.658,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.766,0
ermawu_T1_00541,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.254,Very Negative,neg,0.888,0.776,0.914,哀,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.749,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.784,0
ermawu_T1_00542,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.342,Very Negative,neg,0.546,0.728,0.866,愁,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.661,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.937,0
ermawu_T1_00543,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.428,Neutral,neu,0.449,0.911,0.729,急,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.609,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.916,0
ermawu_T1_00544,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.481,Neutral,neu,0.627,0.76,0.804,盼,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.846,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.716,1
ermawu_T1_00545,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.598,Neutral,neu,0.505,0.924,0.717,盼,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.536,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.938,1
ermawu_T1_00546,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.426,Neutral,neu,0.613,0.925,0.707,急,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.692,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.696,1
ermawu_T1_00547,ermawu,sim_ermawu_l3l4,施工快收尾了，忍忍,施工扰民,urban_governance,环境,0.459,Neutral,neu,0.445,0.875,0.818,急,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.735,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neu,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.899,0
ermawu_T1_00548,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.089,Very Negative,neg,0.731,0.742,0.898,怒,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.843,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.843,0
ermawu_T1_00549,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.25,Very Negative,neg,0.706,0.945,0.87,愁,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.516,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.83,0
ermawu_T1_00550,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.546,Neutral,neu,0.525,0.866,0.914,急,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.71,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.811,1
ermawu_T1_00551,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.333,Negative,neg,0.627,0.935,0.752,怒,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.892,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.932,0
ermawu_T1_00552,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.214,Negative,neg,0.827,0.949,0.719,怒,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.553,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.767,0
ermawu_T1_00553,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.149,Very Negative,neg,0.711,0.858,0.778,愁,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.853,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.75,0
ermawu_T1_00554,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.307,Negative,neg,0.514,0.902,0.816,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.706,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.812,0
ermawu_T1_00555,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.55,Neutral,neu,0.459,0.777,0.747,盼,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.759,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.796,0
ermawu_T1_00556,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.597,Neutral,neu,0.774,0.826,0.875,盼,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.775,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.864,0
ermawu_T1_00557,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.58,Neutral,neu,0.532,0.741,0.878,急,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.455,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.773,1
ermawu_T1_00558,ermawu,sim_ermawu_l3l4,施工快收尾了，忍忍,施工扰民,urban_governance,环境,0.554,Neutral,neu,0.478,0.867,0.766,急,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.511,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neu,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.889,0
ermawu_T1_00559,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.593,Neutral,neu,0.396,0.729,0.766,盼,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.642,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.686,1
ermawu_T1_00560,ermawu,sim_ermawu_l3l4,原住民迁走，没了生活气,烟火气保留,urban_renewal,文化,0.2,Negative,neg,0.603,0.911,0.777,愁,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.699,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.931,0
ermawu_T1_00561,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.706,Very Positive,pos,0.78,0.932,0.715,喜,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.751,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.833,1
ermawu_T1_00562,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.121,Very Negative,neg,0.891,0.801,0.731,愁,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.787,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.727,0
ermawu_T1_00563,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.263,Very Negative,neg,0.511,0.935,0.827,愁,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.684,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.753,0
ermawu_T1_00564,ermawu,sim_ermawu_l3l4,开街后保洁跟上了,垃圾秩序,urban_governance,环境,0.516,Neutral,neu,0.336,0.733,0.742,盼,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.836,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neu,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.946,0
ermawu_T1_00565,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.413,Neutral,neu,0.368,0.734,0.725,急,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.739,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.831,0
ermawu_T1_00566,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.296,Very Negative,neg,0.821,0.859,0.761,哀,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.607,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.874,0
ermawu_T1_00567,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.374,Negative,neg,0.874,0.755,0.83,哀,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.701,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.849,0
ermawu_T1_00568,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.135,Negative,neg,0.895,0.802,0.744,愁,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.628,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.715,0
ermawu_T1_00569,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.04,Very Negative,neg,0.746,0.789,0.865,愁,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.464,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.899,0
ermawu_T1_00570,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.592,Neutral,neu,0.654,0.878,0.788,盼,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.643,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.754,1
ermawu_T1_00571,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.197,Negative,neg,0.925,0.773,0.763,愁,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.416,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.933,0
ermawu_T1_00572,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.203,Very Negative,neg,0.795,0.757,0.789,怒,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.83,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.807,0
ermawu_T1_00573,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.342,Negative,neg,0.578,0.744,0.808,愁,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.568,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.701,0
ermawu_T1_00574,ermawu,sim_ermawu_l3l4,停车勉强能找,停车难,urban_governance,设施,0.538,Neutral,neu,0.511,0.841,0.867,急,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.748,aspect,停车难,ermawu,ermawu,1,1,停车难,neu,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.692,0
ermawu_T1_00575,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.088,Negative,neg,0.918,0.722,0.873,哀,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.857,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.757,0
ermawu_T1_00576,ermawu,sim_ermawu_l3l4,老味道还在，没变味,烟火气保留,urban_renewal,文化,0.813,Positive,pos,0.645,0.773,0.896,喜,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.459,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.803,0
ermawu_T1_00577,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.414,Neutral,neu,0.413,0.8,0.862,急,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.595,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.708,1
ermawu_T1_00578,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.101,Negative,neg,0.866,0.744,0.718,哀,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.529,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.823,0
ermawu_T1_00579,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.237,Negative,neg,0.715,0.855,0.882,怒,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.869,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.737,0
ermawu_T1_00580,ermawu,sim_ermawu_l3l4,文旅复苏，老街活了,文旅活力,urban_operation,事件,0.783,Positive,pos,0.685,0.75,0.796,喜,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.891,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.897,1
ermawu_T1_00581,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.566,Neutral,neu,0.522,0.89,0.825,急,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.611,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.735,0
ermawu_T1_00582,ermawu,sim_ermawu_l3l4,业态单一，逛一次就够,业态丰富度,urban_operation,服务,0.109,Negative,neg,0.51,0.727,0.724,怒,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.594,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.79,0
ermawu_T1_00583,ermawu,sim_ermawu_l3l4,业态有调性，不低端,业态丰富度,urban_operation,服务,0.78,Very Positive,pos,0.791,0.855,0.746,喜,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.654,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,pos,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.874,0
ermawu_T1_00584,ermawu,sim_ermawu_l3l4,停车太难，绕三圈找不到,停车难,urban_governance,设施,0.171,Negative,neg,0.726,0.922,0.884,愁,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.716,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.887,0
ermawu_T1_00585,ermawu,sim_ermawu_l3l4,开街后保洁跟上了,垃圾秩序,urban_governance,环境,0.489,Neutral,neu,0.367,0.846,0.736,盼,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.404,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neu,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.81,0
ermawu_T1_00586,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.108,Very Negative,neg,0.803,0.808,0.752,怒,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.889,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.75,0
ermawu_T1_00587,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.459,Neutral,neu,0.603,0.847,0.735,急,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.886,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.753,0
